16:26:59,161 28.11.2013	
125,281;3,300;0,802;3,646;1,389
125,381;3,300;0,802;3,647;1,389
125,481;3,300;0,803;3,649;1,390
125,581;3,300;0,803;3,648;1,389
125,681;3,300;0,802;3,644;1,389
125,781;3,300;0,802;3,646;1,389
125,881;3,300;0,802;3,647;1,389
125,981;3,300;0,803;3,649;1,390
126,081;3,300;0,802;3,647;1,389
126,181;3,300;0,802;3,644;1,389
126,298;3,300;0,802;3,645;1,389
126,381;3,300;0,802;3,647;1,389
126,481;3,300;0,802;3,647;1,389
126,581;3,300;0,802;3,646;1,390
126,681;3,300;0,802;3,644;1,389
126,781;3,300;0,802;3,645;1,389
126,881;3,300;0,802;3,646;1,390
126,981;3,300;0,802;3,647;1,389
127,081;3,300;0,802;3,643;1,389
127,181;3,300;0,802;3,643;1,390
127,281;3,300;0,802;3,645;1,389
127,381;3,300;0,802;3,646;1,390
127,481;3,300;0,802;3,646;1,389
127,581;3,300;0,802;3,643;1,389
127,681;3,300;0,801;3,643;1,389
127,781;3,300;0,802;3,644;1,389
127,881;3,300;0,802;3,643;1,389
127,981;3,300;0,802;3,644;1,389
128,081;3,300;0,802;3,645;1,389
128,181;3,300;0,802;3,646;1,389
128,281;3,300;0,802;3,646;1,389
128,381;3,300;0,802;3,645;1,389
128,481;3,300;0,801;3,642;1,390
128,581;3,300;0,801;3,642;1,389
128,681;3,300;0,801;3,643;1,389
128,781;3,300;0,801;3,643;1,389
128,881;3,300;0,802;3,644;1,389
128,981;3,300;0,802;3,643;1,390
129,081;3,300;0,802;3,644;1,389
129,181;3,300;0,802;3,644;1,389
129,281;3,300;0,802;3,643;1,389
129,381;3,300;0,801;3,642;1,389
129,481;3,300;0,801;3,642;1,389
129,581;3,300;0,801;3,643;1,389
129,681;3,300;0,802;3,644;1,389
129,781;3,300;0,802;3,644;1,389
129,881;3,300;0,802;3,644;1,389
129,981;3,300;0,802;3,644;1,389
130,081;3,300;0,802;3,644;1,389
130,181;3,300;0,802;3,644;1,389
130,281;3,300;0,802;3,644;1,389
130,381;3,300;0,802;3,643;1,389
130,481;3,300;0,801;3,643;1,389
130,581;3,300;0,801;3,643;1,389
130,681;3,300;0,802;3,644;1,389
130,781;3,300;0,802;3,644;1,389
130,881;3,300;0,802;3,644;1,390
130,981;3,300;0,802;3,643;1,389
131,081;3,300;0,801;3,643;1,389
131,182;3,300;0,801;3,643;1,389
131,282;3,300;0,802;3,643;1,389
131,382;3,300;0,802;3,644;1,389
131,482;3,300;0,802;3,644;1,389
131,582;3,300;0,802;3,644;1,389
131,682;3,300;0,802;3,643;1,389
131,782;3,300;0,802;3,644;1,389
131,882;3,300;0,802;3,643;1,389
131,982;3,300;0,801;3,643;1,389
132,082;3,300;0,801;3,643;1,389
132,182;3,300;0,801;3,643;1,390
132,282;3,300;0,801;3,643;1,389
132,382;3,300;0,802;3,643;1,389
132,482;3,300;0,802;3,643;1,389
132,582;3,300;0,801;3,643;1,389
132,682;3,300;0,801;3,643;1,389
132,782;3,300;0,801;3,642;1,389
132,882;3,300;0,801;3,643;1,389
132,982;3,300;0,801;3,643;1,389
133,082;3,300;0,801;3,641;1,390
133,182;3,300;0,801;3,641;1,390
133,282;3,300;0,801;3,641;1,389
133,382;3,300;0,801;3,642;1,389
133,482;3,300;0,801;3,642;1,389
133,582;3,300;0,801;3,643;1,389
133,682;3,300;0,802;3,644;1,389
133,782;3,300;0,801;3,641;1,389
133,882;3,300;0,801;3,640;1,390
133,982;3,300;0,801;3,641;1,389
134,082;3,300;0,801;3,642;1,389
134,182;3,300;0,801;3,643;1,389
134,282;3,300;0,801;3,643;1,389
134,382;3,300;0,801;3,643;1,389
134,482;3,300;0,801;3,643;1,389
134,582;3,300;0,801;3,643;1,389
134,682;3,300;0,801;3,643;1,389
134,782;3,300;0,801;3,643;1,389
134,882;3,300;0,801;3,642;1,389
134,982;3,300;0,801;3,642;1,389
135,082;3,300;0,801;3,640;1,389
135,182;3,300;0,801;3,640;1,389
135,282;3,300;0,801;3,640;1,390
135,382;3,300;0,801;3,641;1,389
135,482;3,300;0,801;3,641;1,389
135,582;3,300;0,801;3,641;1,389
135,682;3,300;0,801;3,641;1,389
135,782;3,300;0,801;3,641;1,389
135,882;3,300;0,801;3,641;1,389
135,982;3,300;0,801;3,639;1,389
136,082;3,300;0,800;3,638;1,389
136,182;3,300;0,801;3,639;1,389
136,282;3,300;0,801;3,641;1,389
136,382;3,300;0,801;3,642;1,390
136,482;3,300;0,800;3,637;1,389
136,582;3,300;0,801;3,639;1,389
136,682;3,300;0,801;3,640;1,390
136,782;3,300;0,800;3,635;1,389
136,882;3,300;0,800;3,638;1,389
136,982;3,300;0,801;3,639;1,389
137,082;3,300;0,800;3,635;1,389
137,182;3,300;0,800;3,638;1,389
137,282;3,300;0,801;3,640;1,389
137,382;3,300;0,800;3,635;1,389
137,482;3,300;0,801;3,640;1,389
137,582;3,300;0,800;3,636;1,389
137,682;3,300;0,800;3,638;1,389
137,782;3,300;0,800;3,637;1,389
137,882;3,300;0,800;3,637;1,389
137,982;3,300;0,801;3,640;1,389
138,082;3,300;0,800;3,635;1,389
138,181;3,300;0,800;3,638;1,389
138,281;3,300;0,800;3,638;1,389
138,381;3,300;0,800;3,636;1,389
138,481;3,300;0,801;3,639;1,390
138,581;3,300;0,799;3,633;1,389
138,681;3,300;0,801;3,639;1,389
138,781;3,300;0,799;3,634;1,389
138,881;3,300;0,801;3,640;1,389
138,981;3,300;0,799;3,633;1,389
139,081;3,300;0,800;3,638;1,389
139,181;3,300;0,799;3,633;1,389
139,281;3,300;0,800;3,637;1,389
139,381;3,300;0,799;3,634;1,389
139,481;3,300;0,800;3,635;1,389
139,581;3,300;0,800;3,637;1,390
139,681;3,300;0,799;3,633;1,389
139,781;3,300;0,800;3,637;1,389
139,881;3,300;0,799;3,633;1,389
139,981;3,300;0,799;3,633;1,390
140,081;3,300;0,800;3,637;1,389
140,181;3,300;0,799;3,631;1,389
140,281;3,300;0,799;3,634;1,389
140,381;3,300;0,799;3,634;1,390
140,481;3,300;0,799;3,631;1,389
140,581;3,300;0,800;3,636;1,389
140,681;3,300;0,799;3,630;1,389
140,781;3,300;0,800;3,636;1,389
140,881;3,300;0,799;3,631;1,389
140,981;3,300;0,800;3,636;1,389
141,081;3,300;0,799;3,630;1,389
141,181;3,300;0,800;3,635;1,390
141,281;3,300;0,799;3,630;1,390
141,381;3,300;0,799;3,631;1,389
141,481;3,300;0,800;3,635;1,389
141,581;3,300;0,798;3,630;1,389
141,681;3,300;0,799;3,631;1,389
141,781;3,300;0,799;3,634;1,389
141,881;3,300;0,798;3,629;1,389
141,981;3,300;0,800;3,634;1,390
142,081;3,300;0,798;3,628;1,389
142,181;3,300;0,799;3,631;1,389
142,281;3,300;0,799;3,633;1,389
142,381;3,300;0,798;3,628;1,389
142,481;3,300;0,799;3,632;1,389
142,581;3,300;0,799;3,633;1,389
142,681;3,300;0,798;3,629;1,389
142,781;3,300;0,799;3,633;1,389
142,881;3,300;0,799;3,633;1,390
142,981;3,300;0,798;3,629;1,389
143,081;3,300;0,799;3,631;1,390
143,181;3,300;0,799;3,631;1,390
143,281;3,300;0,799;3,631;1,389
143,381;3,300;0,799;3,633;1,390
143,481;3,300;0,799;3,630;1,390
143,581;3,300;0,799;3,630;1,389
143,681;3,300;0,799;3,630;1,390
143,781;3,300;0,799;3,631;1,389
143,881;3,300;0,799;3,631;1,389
143,981;3,300;0,799;3,631;1,389
144,081;3,300;0,799;3,632;1,390
144,181;3,300;0,799;3,632;1,389
144,281;3,300;0,799;3,631;1,390
144,381;3,300;0,799;3,630;1,389
144,481;3,300;0,799;3,632;1,389
144,581;3,300;0,799;3,633;1,389
144,681;3,300;0,799;3,632;1,389
144,781;3,300;0,799;3,630;1,389
144,881;3,300;0,799;3,630;1,389
144,981;3,300;0,798;3,629;1,389
145,081;3,300;0,798;3,630;1,389
145,181;3,300;0,798;3,629;1,390
145,281;3,300;0,798;3,629;1,389
145,381;3,300;0,799;3,630;1,389
145,481;3,300;0,799;3,631;1,390
145,581;3,300;0,799;3,632;1,389
145,681;3,300;0,799;3,630;1,390
145,781;3,300;0,798;3,629;1,389
145,881;3,300;0,799;3,630;1,389
145,981;3,300;0,799;3,631;1,390
146,081;3,300;0,799;3,631;1,389
146,181;3,300;0,799;3,631;1,389
146,281;3,300;0,798;3,629;1,389
146,381;3,300;0,798;3,629;1,389
146,481;3,300;0,799;3,630;1,390
146,581;3,300;0,799;3,631;1,390
146,681;3,300;0,799;3,630;1,390
146,781;3,300;0,798;3,628;1,390
146,881;3,300;0,798;3,628;1,389
146,981;3,300;0,798;3,628;1,390
147,081;3,300;0,798;3,628;1,390
147,181;3,300;0,798;3,628;1,389
147,281;3,300;0,798;3,628;1,389
147,381;3,300;0,798;3,628;1,390
147,481;3,300;0,798;3,628;1,389
147,581;3,300;0,798;3,629;1,390
147,681;3,300;0,798;3,630;1,390
147,781;3,300;0,799;3,630;1,389
147,881;3,300;0,798;3,629;1,390
147,981;3,300;0,798;3,628;1,390
148,081;3,300;0,799;3,630;1,389
148,181;3,300;0,798;3,628;1,389
148,281;3,300;0,798;3,628;1,390
148,381;3,300;0,798;3,629;1,390
148,481;3,300;0,798;3,629;1,389
148,581;3,300;0,798;3,629;1,390
148,682;3,300;0,798;3,628;1,389
148,782;3,300;0,798;3,629;1,390
148,882;3,300;0,798;3,629;1,390
148,982;3,300;0,798;3,629;1,390
149,082;3,300;0,798;3,629;1,390
149,182;3,300;0,799;3,630;1,389
149,282;3,300;0,798;3,629;1,390
149,382;3,300;0,798;3,629;1,390
149,482;3,300;0,798;3,627;1,390
149,582;3,300;0,798;3,627;1,389
149,682;3,300;0,798;3,627;1,390
149,782;3,300;0,798;3,628;1,389
149,882;3,300;0,798;3,627;1,390
149,982;3,300;0,798;3,628;1,390
150,082;3,300;0,798;3,628;1,390
150,182;3,300;0,798;3,628;1,390
150,282;3,300;0,798;3,627;1,390
150,382;3,300;0,798;3,628;1,389
150,482;3,300;0,798;3,628;1,390
150,582;3,300;0,798;3,629;1,390
150,682;3,300;0,798;3,629;1,390
150,782;3,300;0,798;3,627;1,389
150,882;3,300;0,798;3,626;1,390
150,982;3,300;0,798;3,626;1,389
151,082;3,300;0,798;3,627;1,389
151,182;3,300;0,798;3,628;1,390
151,282;3,300;0,798;3,629;1,390
151,382;3,300;0,798;3,629;1,390
151,482;3,300;0,798;3,627;1,389
151,582;3,300;0,798;3,626;1,390
151,682;3,300;0,798;3,627;1,390
151,782;3,300;0,798;3,628;1,389
151,882;3,300;0,799;3,630;1,390
151,982;3,300;0,798;3,626;1,390
152,082;3,300;0,798;3,626;1,390
152,182;3,300;0,798;3,628;1,389
152,282;3,300;0,798;3,628;1,390
152,382;3,300;0,798;3,626;1,390
152,482;3,300;0,798;3,626;1,390
152,582;3,300;0,798;3,626;1,390
152,682;3,300;0,798;3,627;1,390
152,782;3,300;0,798;3,627;1,390
152,882;3,300;0,798;3,627;1,390
152,982;3,300;0,798;3,627;1,390
153,082;3,300;0,797;3,622;1,390
153,182;3,300;0,798;3,627;1,390
153,282;3,300;0,798;3,627;1,390
153,382;3,300;0,798;3,625;1,390
153,482;3,300;0,797;3,624;1,389
153,582;3,300;0,797;3,625;1,390
153,682;3,300;0,797;3,624;1,390
153,782;3,300;0,797;3,625;1,390
153,882;3,300;0,798;3,626;1,390
153,982;3,300;0,798;3,625;1,390
154,082;3,300;0,797;3,623;1,389
154,182;3,300;0,797;3,623;1,390
154,282;3,300;0,797;3,624;1,390
154,382;3,300;0,797;3,624;1,390
154,482;3,300;0,798;3,625;1,390
154,582;3,300;0,798;3,626;1,389
154,682;3,300;0,797;3,623;1,389
154,782;3,300;0,797;3,623;1,390
154,882;3,300;0,796;3,620;1,390
154,982;3,300;0,797;3,624;1,390
155,082;3,300;0,796;3,620;1,390
155,182;3,300;0,797;3,623;1,390
155,282;3,300;0,797;3,622;1,389
155,382;3,300;0,797;3,621;1,390
155,482;3,300;0,797;3,623;1,390
155,582;3,300;0,797;3,622;1,389
155,681;3,300;0,797;3,621;1,390
155,781;3,300;0,797;3,624;1,390
155,881;3,300;0,796;3,619;1,390
155,981;3,300;0,797;3,623;1,390
156,081;3,300;0,797;3,621;1,390
156,181;3,300;0,796;3,620;1,390
156,281;3,300;0,797;3,623;1,389
156,381;3,300;0,796;3,619;1,390
156,481;3,300;0,797;3,621;1,390
156,581;3,300;0,796;3,619;1,390
156,681;3,300;0,797;3,621;1,389
156,781;3,300;0,796;3,617;1,390
156,881;3,300;0,797;3,621;1,389
156,981;3,300;0,796;3,616;1,390
157,081;3,300;0,797;3,621;1,390
157,181;3,300;0,796;3,616;1,390
157,281;3,300;0,796;3,620;1,390
157,381;3,300;0,796;3,618;1,389
157,481;3,300;0,796;3,618;1,389
157,581;3,300;0,796;3,619;1,390
157,681;3,300;0,796;3,619;1,389
157,781;3,300;0,796;3,620;1,390
157,881;3,300;0,796;3,617;1,389
157,981;3,300;0,797;3,621;1,390
158,081;3,300;0,796;3,616;1,390
158,181;3,300;0,796;3,620;1,390
158,281;3,300;0,796;3,619;1,390
158,381;3,300;0,795;3,616;1,389
158,481;3,300;0,796;3,618;1,390
158,581;3,300;0,796;3,617;1,389
158,681;3,300;0,796;3,617;1,389
158,781;3,300;0,796;3,618;1,389
158,881;3,300;0,796;3,618;1,390
158,981;3,300;0,795;3,616;1,390
159,081;3,300;0,796;3,617;1,389
159,181;3,300;0,796;3,619;1,390
159,281;3,300;0,796;3,617;1,390
159,381;3,300;0,795;3,615;1,390
159,481;3,300;0,796;3,617;1,389
159,581;3,300;0,796;3,619;1,389
159,681;3,300;0,795;3,615;1,390
159,781;3,300;0,796;3,618;1,390
159,881;3,300;0,796;3,618;1,390
159,981;3,300;0,796;3,616;1,389
160,081;3,300;0,796;3,620;1,390
160,181;3,300;0,795;3,615;1,390
160,281;3,300;0,796;3,620;1,389
160,381;3,300;0,796;3,616;1,390
160,481;3,300;0,795;3,615;1,390
160,581;3,300;0,796;3,618;1,390
160,681;3,300;0,796;3,617;1,389
160,781;3,300;0,795;3,615;1,390
160,881;3,300;0,796;3,617;1,389
160,981;3,300;0,796;3,616;1,390
161,081;3,300;0,796;3,617;1,389
161,181;3,300;0,795;3,613;1,389
161,281;3,300;0,795;3,614;1,390
161,381;3,300;0,795;3,615;1,389
161,481;3,300;0,796;3,616;1,390
161,581;3,300;0,795;3,615;1,389
161,681;3,300;0,796;3,616;1,390
161,781;3,300;0,795;3,615;1,389
161,881;3,300;0,795;3,614;1,390
161,981;3,300;0,795;3,614;1,390
162,081;3,300;0,795;3,614;1,390
162,181;3,300;0,795;3,614;1,390
162,281;3,300;0,795;3,614;1,389
162,381;3,300;0,795;3,615;1,390
162,481;3,300;0,795;3,615;1,389
162,581;3,300;0,795;3,615;1,389
162,681;3,300;0,795;3,615;1,390
162,781;3,300;0,795;3,613;1,390
162,881;3,300;0,795;3,613;1,389
162,981;3,300;0,795;3,615;1,390
163,081;3,300;0,795;3,616;1,390
163,181;3,300;0,795;3,612;1,389
163,281;3,300;0,795;3,614;1,389
163,381;3,300;0,795;3,614;1,389
163,481;3,300;0,795;3,614;1,390
163,581;3,300;0,795;3,614;1,390
163,681;3,300;0,795;3,613;1,389
163,781;3,300;0,795;3,613;1,390
163,881;3,300;0,795;3,614;1,390
163,981;3,300;0,795;3,614;1,390
164,081;3,300;0,795;3,614;1,390
164,181;3,300;0,795;3,613;1,390
164,281;3,300;0,795;3,612;1,390
164,381;3,300;0,794;3,611;1,390
164,481;3,300;0,795;3,612;1,390
164,581;3,300;0,795;3,612;1,389
164,681;3,300;0,795;3,613;1,390
164,781;3,300;0,795;3,613;1,389
164,881;3,300;0,795;3,614;1,390
164,981;3,300;0,795;3,613;1,390
165,081;3,300;0,794;3,610;1,390
165,181;3,300;0,795;3,612;1,390
165,281;3,300;0,795;3,614;1,390
165,381;3,300;0,794;3,611;1,390
165,481;3,300;0,794;3,611;1,390
165,581;3,300;0,795;3,614;1,390
165,681;3,300;0,795;3,613;1,390
165,781;3,300;0,794;3,610;1,390
165,881;3,300;0,795;3,612;1,390
165,981;3,300;0,795;3,613;1,390
166,081;3,300;0,795;3,614;1,390
166,182;3,300;0,794;3,611;1,390
166,282;3,300;0,794;3,611;1,390
166,382;3,300;0,795;3,613;1,390
166,482;3,300;0,795;3,612;1,390
166,582;3,300;0,794;3,611;1,390
166,682;3,300;0,795;3,612;1,390
166,782;3,300;0,795;3,612;1,390
166,882;3,300;0,794;3,611;1,390
166,982;3,300;0,795;3,613;1,390
167,082;3,300;0,794;3,609;1,389
167,182;3,300;0,794;3,611;1,390
167,282;3,300;0,795;3,612;1,390
167,382;3,300;0,794;3,609;1,390
167,482;3,300;0,795;3,612;1,390
167,582;3,300;0,795;3,612;1,390
167,682;3,300;0,794;3,609;1,390
167,782;3,300;0,795;3,612;1,389
167,882;3,300;0,794;3,608;1,390
167,982;3,300;0,794;3,611;1,389
168,082;3,300;0,795;3,611;1,390
168,182;3,300;0,794;3,610;1,389
168,282;3,300;0,795;3,613;1,390
168,382;3,300;0,794;3,609;1,389
168,482;3,300;0,795;3,613;1,389
168,582;3,300;0,794;3,609;1,390
168,682;3,300;0,795;3,612;1,390
168,782;3,300;0,795;3,612;1,390
168,882;3,300;0,794;3,611;1,389
168,982;3,300;0,795;3,613;1,389
169,082;3,300;0,795;3,613;1,390
169,182;3,300;0,794;3,611;1,390
169,282;3,300;0,795;3,614;1,390
169,382;3,300;0,794;3,609;1,390
169,482;3,300;0,795;3,613;1,390
169,582;3,300;0,794;3,609;1,389
169,682;3,300;0,795;3,613;1,389
169,782;3,300;0,794;3,610;1,390
169,882;3,300;0,795;3,611;1,390
169,982;3,300;0,794;3,611;1,390
170,082;3,300;0,794;3,609;1,390
170,182;3,300;0,794;3,611;1,390
170,282;3,300;0,795;3,612;1,390
170,382;3,300;0,794;3,611;1,390
170,482;3,300;0,794;3,609;1,390
170,582;3,300;0,794;3,610;1,390
170,682;3,300;0,794;3,611;1,390
170,782;3,300;0,794;3,610;1,389
170,882;3,300;0,794;3,610;1,390
170,982;3,300;0,794;3,611;1,390
171,082;3,300;0,794;3,611;1,390
171,182;3,300;0,794;3,610;1,390
171,282;3,300;0,794;3,610;1,389
171,382;3,300;0,794;3,609;1,389
171,482;3,300;0,794;3,608;1,390
171,582;3,300;0,794;3,609;1,389
171,682;3,300;0,794;3,610;1,389
171,782;3,300;0,794;3,611;1,390
171,882;3,300;0,794;3,608;1,390
171,982;3,300;0,793;3,607;1,390
172,082;3,300;0,794;3,609;1,390
172,182;3,300;0,794;3,611;1,390
172,282;3,300;0,794;3,608;1,390
172,382;3,300;0,794;3,610;1,390
172,482;3,300;0,794;3,609;1,390
172,582;3,300;0,794;3,609;1,390
172,682;3,300;0,795;3,612;1,390
172,782;3,300;0,794;3,607;1,390
172,882;3,300;0,794;3,611;1,390
172,982;3,300;0,794;3,609;1,389
173,081;3,300;0,794;3,611;1,389
173,181;3,300;0,794;3,609;1,390
173,281;3,300;0,794;3,611;1,390
173,381;3,300;0,794;3,608;1,390
173,481;3,300;0,795;3,611;1,390
173,581;3,300;0,794;3,608;1,390
173,681;3,300;0,794;3,611;1,390
173,781;3,300;0,794;3,610;1,390
173,881;3,300;0,794;3,608;1,390
173,981;3,300;0,794;3,611;1,390
174,081;3,300;0,794;3,607;1,390
174,181;3,300;0,795;3,612;1,390
174,281;3,300;0,794;3,608;1,390
174,381;3,300;0,794;3,611;1,390
174,481;3,300;0,794;3,608;1,390
174,581;3,300;0,794;3,608;1,389
174,681;3,300;0,794;3,611;1,390
174,781;3,300;0,794;3,608;1,390
174,881;3,300;0,794;3,609;1,390
174,981;3,300;0,794;3,610;1,390
175,081;3,300;0,794;3,607;1,389
175,181;3,300;0,794;3,610;1,390
175,281;3,300;0,794;3,608;1,390
175,381;3,300;0,794;3,608;1,390
175,481;3,300;0,794;3,610;1,390
175,581;3,300;0,793;3,607;1,390
175,681;3,300;0,794;3,608;1,390
175,781;3,300;0,794;3,609;1,390
175,881;3,300;0,794;3,609;1,390
175,981;3,300;0,794;3,609;1,389
176,081;3,300;0,794;3,608;1,390
176,181;3,300;0,794;3,608;1,389
176,289;3,300;0,794;3,609;1,390
176,381;3,300;0,794;3,608;1,390
176,481;3,300;0,794;3,609;1,390
176,581;3,300;0,794;3,608;1,390
176,681;3,300;0,794;3,608;1,389
176,781;3,300;0,794;3,608;1,390
176,881;3,300;0,794;3,608;1,390
176,981;3,300;0,794;3,608;1,390
177,081;3,300;0,794;3,607;1,390
177,181;3,300;0,794;3,608;1,390
177,281;3,300;0,794;3,608;1,390
177,381;3,300;0,794;3,608;1,390
177,481;3,300;0,794;3,608;1,390
177,581;3,300;0,794;3,609;1,390
177,681;3,300;0,794;3,609;1,390
177,781;3,300;0,794;3,610;1,390
177,881;3,300;0,794;3,607;1,389
177,981;3,300;0,794;3,608;1,389
178,081;3,300;0,794;3,608;1,389
178,181;3,300;0,794;3,609;1,390
178,281;3,300;0,794;3,608;1,390
178,381;3,300;0,794;3,607;1,390
178,481;3,300;0,793;3,606;1,389
178,581;3,300;0,793;3,607;1,390
178,681;3,300;0,794;3,607;1,390
178,781;3,300;0,794;3,609;1,390
178,881;3,300;0,794;3,609;1,389
178,981;3,300;0,794;3,607;1,389
179,081;3,300;0,793;3,607;1,390
179,181;3,300;0,794;3,610;1,390
179,281;3,300;0,793;3,607;1,389
179,381;3,300;0,794;3,610;1,389
179,481;3,300;0,793;3,606;1,390
179,581;3,300;0,794;3,609;1,389
179,681;3,300;0,794;3,608;1,389
179,781;3,300;0,793;3,607;1,390
179,881;3,300;0,794;3,610;1,390
179,981;3,300;0,794;3,608;1,390
180,081;3,300;0,794;3,608;1,390
180,181;3,300;0,794;3,607;1,389
180,281;3,300;0,794;3,609;1,389
180,381;3,300;0,794;3,609;1,390
180,481;3,300;0,794;3,607;1,390
180,581;3,300;0,794;3,608;1,390
180,681;3,300;0,794;3,609;1,390
180,781;3,300;0,793;3,606;1,389
180,881;3,300;0,794;3,608;1,390
180,981;3,300;0,794;3,609;1,390
181,081;3,300;0,794;3,609;1,389
181,181;3,300;0,794;3,608;1,390
181,281;3,300;0,794;3,608;1,390
181,381;3,300;0,794;3,608;1,390
181,481;3,300;0,794;3,608;1,390
181,581;3,300;0,794;3,608;1,390
181,681;3,300;0,794;3,607;1,389
181,781;3,300;0,794;3,607;1,390
181,881;3,300;0,794;3,611;1,390
181,981;3,300;0,794;3,607;1,390
182,081;3,300;0,795;3,612;1,390
182,181;3,300;0,794;3,609;1,390
182,281;3,300;0,795;3,611;1,390
182,381;3,300;0,795;3,612;1,390
182,481;3,300;0,794;3,610;1,390
182,581;3,300;0,794;3,610;1,390
182,681;3,300;0,795;3,612;1,390
182,781;3,300;0,794;3,610;1,390
182,881;3,300;0,794;3,609;1,390
182,981;3,300;0,795;3,612;1,389
183,081;3,300;0,795;3,612;1,390
183,181;3,300;0,794;3,611;1,389
183,281;3,300;0,794;3,608;1,390
183,381;3,300;0,794;3,609;1,390
183,481;3,300;0,794;3,611;1,389
183,582;3,300;0,794;3,611;1,390
183,682;3,300;0,793;3,607;1,390
183,782;3,300;0,794;3,608;1,390
183,882;3,300;0,793;3,607;1,390
183,982;3,300;0,794;3,611;1,390
184,082;3,300;0,793;3,607;1,390
184,182;3,300;0,794;3,610;1,390
184,282;3,300;0,794;3,611;1,390
184,382;3,300;0,794;3,610;1,390
184,482;3,300;0,795;3,612;1,390
184,582;3,300;0,795;3,612;1,390
184,682;3,300;0,795;3,611;1,390
184,782;3,300;0,795;3,615;1,390
184,882;3,300;0,794;3,611;1,390
184,982;3,300;0,795;3,613;1,390
185,082;3,300;0,795;3,612;1,390
185,182;3,300;0,794;3,610;1,390
185,282;3,300;0,795;3,612;1,390
185,382;3,300;0,795;3,614;1,390
185,482;3,300;0,794;3,610;1,390
185,582;3,300;0,795;3,613;1,389
185,682;3,300;0,795;3,613;1,389
185,782;3,300;0,794;3,610;1,390
185,882;3,300;0,794;3,611;1,390
185,982;3,300;0,795;3,613;1,389
186,082;3,300;0,794;3,611;1,389
186,182;3,300;0,795;3,613;1,390
186,282;3,300;0,794;3,610;1,389
186,382;3,300;0,795;3,612;1,390


